State,County,Cases,Population,per_gop,per_dem,cases_per_pop
North Carolina,Gates,190,"11,562",0.564266487,0.427321669,0.016433143
Colorado,Clear Creek,159,"9,700",0.416216216,0.555643879,0.016391753
Virginia,Goochland,389,"23,753",0.518383385,0.471653101,0.016376879
Pennsylvania,Monroe,2782,"170,271",0.463449184,0.523155684,0.01633866
California,Butte,3580,"219,186",0.474519034,0.497636103,0.01633316
Virginia,Norton,65,"3,981",0.83370854,0.158537195,0.016327556
Georgia,Long,319,"19,559",0.623762376,0.359441301,0.016309627
Maryland,St. Mary's,1851,"113,510",0.607126977,0.372355968,0.016306933
Michigan,Grand Traverse,1517,"93,088",0.506459004,0.476239498,0.016296408
California,Alameda,27223,"1,671,329",0.161628005,0.819049875,0.016288235
New Jersey,Cape May,1498,"92,039",0.572899236,0.41311386,0.016275709
Virginia,Dickenson,233,"14,318",0.642098981,0.341468093,0.016273223
Texas,Gillespie,439,"26,988",0.789972814,0.199974711,0.016266489
Arizona,Greenlee,154,"9,498",0.658992416,0.320151679,0.01621394
Pennsylvania,Tioga,658,"40,591",0.745769942,0.234750462,0.01621049
California,San Francisco,14251,"881,549",0.122310521,0.858886905,0.016165863
Virginia,Albemarle,1767,"109,330",0.322556028,0.656169696,0.016162078
Ohio,Washington,967,"59,911",0.694602001,0.290421261,0.016140609
Texas,Kerr,848,"52,600",0.751964814,0.234696085,0.016121673
Pennsylvania,Crawford,1362,"84,629",0.680194411,0.305808019,0.016093774
New York,Albany,4906,"305,506",0.374972229,0.602234858,0.016058604
Texas,Aransas,376,"23,510",0.752389511,0.236581979,0.015993194
New Jersey,Sussex,2245,"140,488",0.558900581,0.420448725,0.015980013
Michigan,Kalkaska,287,"18,038",0.69972711,0.282582102,0.015910855
Pennsylvania,Adams,1636,"103,009",0.663077364,0.321048482,0.015882107
Pennsylvania,Somerset,1165,"73,447",0.775821216,0.21307959,0.015861778
Pennsylvania,Cumberland,4017,"253,370",0.54504656,0.437818067,0.015854284
Texas,Lee,273,"17,239",0.77374613,0.216099071,0.015836185
Texas,Motley,19,"1,200",0.926380368,0.070552147,0.015833333
New York,Monroe,11733,"741,770",0.445245275,0.529982877,0.015817571
Illinois,Pope,66,"4,177",0.645762068,0.338654504,0.015800814
California,Mendocino,1368,"86,749",0.250764769,0.727146319,0.015769634
New York,Steuben,1502,"95,379",0.690285331,0.291233858,0.015747701
New York,Columbia,934,"59,461",0.467843265,0.513781458,0.015707775
Pennsylvania,Carbon,1008,"64,182",0.65440063,0.332848749,0.015705338
Montana,Sanders,190,"12,113",0.739772579,0.2377467,0.015685627
Nevada,Humboldt,263,"16,831",0.795326046,0.180173389,0.015625928
Texas,Oldham,33,"2,112",0.908820614,0.080277502,0.015625
Idaho,Boise,122,"7,831",0.671577947,0.303816906,0.015579109
California,Santa Clara,30025,"1,927,852",0.239731341,0.741861562,0.015574328
Washington,Pierce,14093,"904,980",0.426894144,0.539453482,0.01557272
Maryland,Calvert,1439,"92,525",0.628579385,0.338040098,0.015552553
North Carolina,Dare,574,"37,009",0.575370932,0.409583974,0.015509741
Michigan,Benzie,275,"17,766",0.538379966,0.447018517,0.015479005
Kentucky,Ballard,122,"7,888",0.729418796,0.254743762,0.015466531
North Carolina,Haywood,963,"62,317",0.625892734,0.361091962,0.015453247
Nebraska,Sioux,18,"1,166",0.880658436,0.098765432,0.015437393
Kentucky,Owen,168,"10,901",0.881266491,0.113984169,0.01541143
Maryland,Garrett,447,"29,014",0.268741356,0.706312604,0.015406356
Pennsylvania,Greene,558,"36,233",0.710872299,0.279067109,0.015400326
Virginia,Craig,79,"5,131",0.580975497,0.40134073,0.015396609
Oregon,Baker,248,"16,124",0.740635756,0.236080178,0.015380799
North Carolina,Camden,167,"10,867",0.727504678,0.257696887,0.015367627
Texas,Trinity,225,"14,651",0.804122225,0.190688959,0.015357313
Virginia,King William,263,"17,148",0.600638051,0.386455916,0.015337066
Texas,Throckmorton,23,"1,501",0.896551724,0.091212458,0.015323118
Michigan,Missaukee,231,"15,118",0.759337521,0.224671616,0.015279799
Michigan,Alpena,432,"28,405",0.629847931,0.353648473,0.01520859
Colorado,Moffat,202,"13,283",0.808012636,0.170304423,0.015207408
Virginia,New Kent,351,"23,091",0.585530349,0.405579399,0.015200728
Michigan,Cheboygan,384,"25,276",0.641743959,0.342923844,0.015192277
Pennsylvania,Erie,4096,"269,728",0.48631475,0.497364677,0.015185669
West Virginia,Harrison,1019,"67,256",0.677563786,0.301201646,0.015151065
Texas,Jasper,537,"35,529",0.805029414,0.18785959,0.015114414
Hawaii,Honolulu,14676,"974,563",0.356528757,0.625220438,0.015059057
Rhode Island,Washington,1891,"125,577",0.397214934,0.58658594,0.01505849
Ohio,Vinton,197,"13,085",0.766689258,0.221280922,0.015055407
Colorado,Huerfano,103,"6,897",0.499658237,0.471861472,0.014934029
Oregon,Hood River,349,"23,382",0.302706944,0.669282071,0.014926011
California,Inyo,268,"18,039",0.484967749,0.491417951,0.014856699
Virginia,Pulaski,505,"34,027",0.609097918,0.371626831,0.014841156
Texas,Baylor,52,"3,509",0.879761905,0.106547619,0.014819037
Washington,Snohomish,12173,"822,083",0.37998643,0.586690263,0.014807507
Ohio,Carroll,398,"26,914",0.754101884,0.229705524,0.014787843
Texas,Blanco,176,"11,931",0.73176978,0.25677315,0.014751488
West Virginia,Taylor,246,"16,695",0.741614399,0.243659667,0.014734951
Ohio,Meigs,337,"22,907",0.758361204,0.227796358,0.01471166
New Mexico,Grant,397,"26,998",0.453966055,0.525805334,0.014704793
Oregon,Jackson,3240,"220,944",0.503355061,0.466401457,0.014664349
Ohio,Jefferson,957,"65,325",0.684913423,0.301578042,0.014649828
Michigan,Presque Isle,184,"12,592",0.639114833,0.348325359,0.014612452
North Carolina,Transylvania,502,"34,385",0.571668395,0.41539525,0.014599389
Washington,Clark,7093,"488,241",0.461992527,0.513303634,0.014527662
Texas,Carson,86,"5,926",0.891593638,0.093800714,0.014512319
New York,Niagara,3023,"209,281",0.584769019,0.396363057,0.014444694
Virginia,Middlesex,152,"10,582",0.835684647,0.156016598,0.014364014
Texas,Newton,195,"13,595",0.800853018,0.192749344,0.014343509
Ohio,Morgan,208,"14,508",0.733819372,0.253384913,0.014336918
West Virginia,Tucker,98,"6,839",0.739686684,0.243603133,0.01432958
California,Placer,5687,"398,329",0.494034663,0.48567401,0.014277143
Virginia,James City,1090,"76,523",0.576042203,0.416881112,0.014244083
Colorado,Baca,51,"3,581",0.839033288,0.142726858,0.014241832
Virginia,King and Queen,100,"7,025",0.749356499,0.239864865,0.014234875
Virginia,Cumberland,141,"9,932",0.516709347,0.466645327,0.014196536
Kentucky,Bracken,117,"8,303",0.752602788,0.229574731,0.014091292
Texas,Shackelford,46,"3,265",0.911547912,0.07985258,0.014088821
Oregon,Washington,8466,"601,592",0.310447412,0.654336912,0.014072661
Texas,Upshur,587,"41,753",0.836870027,0.152201592,0.01405887
Texas,Callahan,196,"13,943",0.879871081,0.107530032,0.014057233
Nebraska,Wheeler,11,783,0.87250996,0.11752988,0.014048531
Oregon,Grant,101,"7,199",0.772776928,0.201660476,0.014029726
Michigan,Leelanau,305,"21,761",0.46751329,0.519373892,0.0140159
Missouri,Platte,1459,"104,418",0.499820583,0.480341062,0.013972687
Pennsylvania,Lycoming,1580,"113,299",0.699211602,0.285978144,0.013945401
New York,Schuyler,248,"17,807",0.67369523,0.299536414,0.013927107
Virginia,Orange,515,"37,051",0.755752336,0.230686097,0.01389976
Pennsylvania,Wyoming,372,"26,794",0.667232944,0.315438978,0.013883705
Pennsylvania,Pike,774,"55,809",0.589794587,0.400198887,0.013868731
Washington,Pend Oreille,190,"13,724",0.671455711,0.306103063,0.01384436
West Virginia,Lewis,219,"15,907",0.775831874,0.206250842,0.013767524
Michigan,Oscoda,113,"8,241",0.71112023,0.275338531,0.013711928
Oregon,Yamhill,1468,"107,100",0.501042305,0.462485767,0.013706816
Michigan,Wexford,460,"33,631",0.6616007,0.319155915,0.013677857
Colorado,Delta,425,"31,162",0.675228311,0.304171856,0.013638406
New York,Orleans,550,"40,352",0.715072,0.261248,0.013630056
Pennsylvania,Fulton,198,"14,530",0.853080569,0.136800307,0.013626979
Texas,Tyler,295,"21,672",0.847910338,0.145595475,0.013612034
Pennsylvania,Elk,407,"29,910",0.715957256,0.267327324,0.013607489
Pennsylvania,Clearfield,1076,"79,255",0.740824047,0.245322564,0.013576431
Nevada,Mineral,61,"4,505",0.690860568,0.28953931,0.013540511
Colorado,Kiowa,19,"1,406",0.881374723,0.10864745,0.013513514
West Virginia,Tyler,116,"8,591",0.821843532,0.16163181,0.013502503
Michigan,Lake,160,"11,853",0.623183828,0.361339229,0.013498692
California,Santa Cruz,3685,"273,213",0.18382406,0.791593935,0.013487645
Michigan,Antrim,313,"23,324",0.563959186,0.420187929,0.013419654
Colorado,La Plata,753,"56,221",0.378872524,0.580751651,0.013393572
Virginia,Lunenburg,163,"12,196",0.348885085,0.636777359,0.013365038
Virginia,Giles,223,"16,720",0.59630048,0.381530641,0.013337321
Pennsylvania,Venango,674,"50,668",0.697992213,0.285327124,0.013302282
Colorado,Rio Blanco,84,"6,324",0.829793028,0.151688453,0.013282732
Pennsylvania,Susquehanna,535,"40,328",0.697725674,0.285298945,0.013266217
New Mexico,Torrance,205,"15,461",0.655404477,0.3219338,0.013259168
Washington,Skagit,1711,"129,205",0.414693498,0.566093231,0.013242522
West Virginia,Wirt,77,"5,821",0.803591899,0.176155904,0.013227968
Virginia,King George,354,"26,836",0.569491525,0.420338983,0.013191236
Virginia,Powhatan,391,"29,652",0.661811723,0.293072824,0.013186294
West Virginia,Hardy,181,"13,776",0.767774773,0.218069031,0.013138792
Virginia,Augusta,985,"75,558",0.725825706,0.268205332,0.013036343
Texas,Collingsworth,38,"2,920",0.860426929,0.1272578,0.013013699
New Hampshire,Rockingham,4013,"309,769",0.481814709,0.502955487,0.012954815
Virginia,Amelia,170,"13,145",0.650750662,0.334412717,0.012932674
Oregon,Sherman,23,"1,780",0.763575606,0.214703425,0.012921348
Nevada,Lyon,743,"57,510",0.61633777,0.34832492,0.012919492
West Virginia,Pendleton,90,"6,969",0.758091059,0.223806912,0.012914335
Virginia,Madison,171,"13,261",0.566740487,0.421985102,0.012894955
New York,Schenectady,1997,"155,299",0.513538384,0.461941013,0.012859065
New York,Greene,604,"47,188",0.609232832,0.367541423,0.012799864
Rhode Island,Newport,1046,"82,082",0.344458983,0.640438225,0.012743354
Pennsylvania,Clinton,490,"38,632",0.673633162,0.312106691,0.012683785
Massachusetts,Hampshire,2037,"160,830",0.26523592,0.711696318,0.012665547
California,Lake,815,"64,386",0.358307664,0.622757746,0.012658031
West Virginia,Morgan,226,"17,884",0.74567034,0.235557709,0.012636994
West Virginia,Preston,420,"33,432",0.768059002,0.216914806,0.012562814
Michigan,Sanilac,517,"41,170",0.642874988,0.34066889,0.012557688
New Mexico,San Miguel,340,"27,277",0.628720067,0.345727182,0.012464714
California,Tuolumne,675,"54,478",0.580214621,0.395975855,0.012390323
Washington,Lewis,997,"80,707",0.649916173,0.320017883,0.012353327
Pennsylvania,Fayette,1596,"129,274",0.666466507,0.325026688,0.01234587
Virginia,Louisa,464,"37,591",0.58817367,0.399837039,0.01234338
West Virginia,Clay,104,"8,508",0.795277944,0.191273162,0.012223789
Virginia,Clarke,178,"14,619",0.577242249,0.413197902,0.012175935
Texas,Rains,152,"12,514",0.851588352,0.139146261,0.012146396
New York,Genesee,695,"57,280",0.693489042,0.2818749,0.01213338
Michigan,Manistee,297,"24,558",0.567831309,0.416746281,0.012093819
Maine,Androscoggin,1309,"108,277",0.58249718,0.395357122,0.012089363
Washington,Grays Harbor,904,"75,061",0.517297828,0.45353596,0.012043538
Oregon,Clackamas,5025,"418,187",0.428137564,0.540200469,0.012016155
Colorado,Gilpin,75,"6,243",0.438088342,0.530774801,0.012013455
Michigan,Montmorency,112,"9,328",0.711410541,0.277673546,0.012006861
Pennsylvania,Jefferson,521,"43,425",0.786350279,0.197289355,0.011997697
California,Modoc,106,"8,841",0.703022339,0.279369251,0.011989594
Pennsylvania,Perry,553,"46,272",0.743966378,0.2373502,0.011951072
Michigan,Alcona,124,"10,405",0.686393884,0.303270565,0.011917347
West Virginia,Marion,667,"56,072",0.789190022,0.203726517,0.01189542
Texas,Llano,259,"21,795",0.752824221,0.238514837,0.01188346
West Virginia,Nicholas,291,"24,496",0.777767266,0.208703879,0.011879491
Virginia,York,806,"68,280",0.436505249,0.546139519,0.011804335
Maine,Cumberland,3458,"295,003",0.489853092,0.470720875,0.011721915
Massachusetts,Barnstable,2488,"212,990",0.246651766,0.730733356,0.0116813
West Virginia,Mason,309,"26,516",0.741767891,0.24498756,0.011653341
Washington,Lincoln,127,"10,939",0.733938346,0.244021896,0.011609836
West Virginia,Doddridge,98,"8,448",0.84457478,0.140762463,0.011600379
Virginia,Bath,48,"4,147",0.736225308,0.249495223,0.011574632
Texas,Upton,42,"3,657",0.861538462,0.123809524,0.011484824
New York,Chenango,542,"47,207",0.680702975,0.297314541,0.011481348
California,Amador,455,"39,752",0.607313124,0.364082037,0.011445965
Oregon,Polk,983,"86,085",0.491952029,0.474438969,0.011418946
Texas,Sabine,120,"10,542",0.872757232,0.121201025,0.011383039
Ohio,Harrison,171,"15,040",0.755733333,0.232266667,0.011369681
West Virginia,Ritchie,107,"9,554",0.851955962,0.137034434,0.011199498
Oregon,Lincoln,559,"49,962",0.405242929,0.566604251,0.011188503
Oregon,Harney,82,"7,393",0.776035834,0.199328108,0.011091573
Oregon,Gilliam,21,"1,912",0.708191126,0.27559727,0.010983264
New York,Madison,776,"70,941",0.597624377,0.376092137,0.010938667
Colorado,Custer,55,"5,068",0.678471835,0.307863915,0.010852407
Nevada,Eureka,22,"2,029",0.755188422,0.219552157,0.01084278
North Carolina,Currituck,301,"27,763",0.722604023,0.259340247,0.010841768
Oregon,Lake,85,"7,869",0.795433579,0.181734317,0.010801881
New York,Lewis,284,"26,296",0.729086229,0.25445854,0.010800122
West Virginia,Pocahontas,89,"8,247",0.722794672,0.261120885,0.010791803
California,Siskiyou,466,"43,539",0.565598178,0.410711158,0.010703048
Washington,Klickitat,239,"22,425",0.533775062,0.448842613,0.010657748
Virginia,Nelson,159,"14,930",0.778331081,0.212634275,0.010649699
New York,Chautauqua,1351,"126,903",0.645225902,0.334517221,0.010645926
New Mexico,Colfax,127,"11,941",0.543716755,0.434009309,0.010635625
New York,Cattaraugus,809,"76,117",0.675351902,0.304216166,0.010628375
West Virginia,Hampshire,246,"23,175",0.793051053,0.194388169,0.010614887
Nevada,Douglas,516,"48,905",0.764325638,0.20636695,0.010551068
West Virginia,Roane,144,"13,688",0.730896432,0.25256745,0.010520164
Colorado,Las Animas,152,"14,506",0.538812207,0.438774218,0.010478423
Washington,Stevens,479,"45,723",0.674945554,0.304110097,0.010476128
Virginia,Gloucester,391,"37,348",0.682008758,0.303736141,0.010469101
New Hampshire,Strafford,1367,"130,633",0.413784679,0.565896628,0.010464431
Texas,Irion,16,"1,536",0.853768279,0.134983127,0.010416667
West Virginia,Greenbrier,361,"34,662",0.688570165,0.293233083,0.010414864
Montana,Petroleum,5,487,0.849002849,0.111111111,0.01026694
Washington,Cowlitz,1132,"110,593",0.574268136,0.399415185,0.010235729
Colorado,Bent,57,"5,577",0.658591297,0.3243607,0.010220549
Colorado,Park,192,"18,845",0.570478723,0.397772606,0.010188379
Virginia,Rappahannock,75,"7,370",0.316939891,0.677595628,0.010176391
Colorado,Jackson,14,"1,392",0.778923253,0.198167239,0.010057471
Texas,Kendall,476,"47,431",0.759453424,0.22741209,0.010035631
Virginia,Poquoson,122,"12,271",0.177196145,0.810705626,0.00994214
Minnesota,Cook,54,"5,463",0.317485473,0.658742736,0.009884679
California,El Dorado,1899,"192,843",0.531169014,0.445427781,0.009847389
Washington,Mason,649,"66,768",0.501531226,0.464809144,0.009720225
Oregon,Wallowa,70,"7,208",0.661076443,0.315717629,0.009711432
New York,Wyoming,384,"39,859",0.755681156,0.223750146,0.00963396
Massachusetts,Berkshire,1201,"124,944",0.430896386,0.547585251,0.009612306
Oregon,Lane,3672,"382,067",0.362473172,0.60412958,0.00961088
New York,Wayne,858,"89,918",0.634175017,0.341990648,0.009542027
New Hampshire,Merrimack,1439,"151,391",0.441655397,0.540060574,0.009505189
California,Nevada,948,"99,755",0.391763885,0.588119454,0.009503283
Virginia,Rockbridge,214,"22,573",0.698364397,0.294788893,0.009480353
Texas,Bandera,219,"23,112",0.791151696,0.197040069,0.009475597
New York,Ontario,1039,"109,777",0.538511395,0.434434455,0.009464642
Maine,York,1965,"207,641",0.701608079,0.283261198,0.009463449
New York,Oswego,1101,"117,124",0.649081848,0.329479639,0.009400294
Montana,Mineral,41,"4,397",0.713505074,0.267759563,0.009324539
California,Del Norte,259,"27,812",0.560365082,0.412524851,0.009312527
Oregon,Deschutes,1841,"197,692",0.445100713,0.526582986,0.009312466
Colorado,Archuleta,129,"14,029",0.567663344,0.4089701,0.009195238
Oregon,Linn,1188,"129,749",0.60026986,0.363931523,0.00915614
New York,Rensselaer,1449,"158,714",0.511158765,0.466416482,0.009129629
California,Calaveras,417,"45,905",0.589842709,0.391184573,0.009083978
New York,Herkimer,552,"61,319",0.687959299,0.294032141,0.009002104
Oregon,Klamath,612,"68,238",0.689438771,0.282403457,0.00896861
New York,Cayuga,681,"76,576",0.582222076,0.39586084,0.008893126
West Virginia,Pleasants,66,"7,460",0.786270551,0.199596193,0.008847185
New York,Yates,220,"24,913",0.629692639,0.34546898,0.008830731
California,Plumas,165,"18,807",0.570502283,0.407762557,0.008773329
Washington,Whatcom,2002,"229,247",0.365177477,0.604304104,0.008732939
New York,Livingston,549,"62,914",0.629438347,0.347472753,0.008726198
Texas,San Jacinto,250,"28,859",0.804086158,0.18466899,0.008662809
Texas,Delta,46,"5,331",0.532462015,0.451316579,0.008628775
California,Trinity,106,"12,285",0.493228656,0.467713445,0.008628409
Washington,Thurston,2494,"290,536",0.380596136,0.587098968,0.008584134
Vermont,Washington,501,"58,409",0.252804215,0.712922048,0.008577445
New Hampshire,Coos,268,"31,563",0.521657479,0.461925244,0.008490955
Washington,Pacific,190,"22,471",0.494611377,0.483620013,0.008455342
New York,Otsego,497,"59,493",0.567681289,0.409042077,0.008353924
New Hampshire,Belknap,510,"61,303",0.54367364,0.43913304,0.008319332
New York,Tompkins,848,"102,180",0.276230916,0.701533176,0.00829908
New York,Warren,530,"63,944",0.550226244,0.427547511,0.008288502
New Mexico,Catron,29,"3,527",0.730322581,0.255483871,0.008222285
Pennsylvania,McKean,332,"40,625",0.723730138,0.261734827,0.008172308
Massachusetts,Franklin,571,"70,180",0.397556302,0.580103212,0.008136221
Vermont,Chittenden,1330,"163,774",0.240185153,0.729506992,0.008120947
Virginia,Fairfax City,193,"24,019",0.61189878,0.366923905,0.008035305
New York,Saratoga,1842,"229,863",0.615501563,0.367014837,0.008013469
Oregon,Clatsop,321,"40,224",0.425230665,0.541689698,0.00798031
New York,Hamilton,35,"4,416",0.678584071,0.305486726,0.007925725
New York,Fulton,416,"53,383",0.69413983,0.287996824,0.007792743
Oregon,Columbia,405,"52,354",0.53236246,0.429437147,0.007735799
Washington,Kitsap,2100,"271,473",0.390355014,0.573444207,0.007735576
Maine,Somerset,387,"50,484",0.457603012,0.508512863,0.007665795
Pennsylvania,Potter,125,"16,526",0.799573082,0.189416919,0.007563839
Hawaii,Hawaii,1523,"201,513",0.30611291,0.669011355,0.007557825
Nevada,Storey,31,"4,123",0.464707617,0.506652139,0.007518797
Oregon,Crook,183,"24,404",0.73214639,0.244971975,0.007498771
Pennsylvania,Wayne,383,"51,361",0.66150815,0.327243418,0.00745702
West Virginia,Calhoun,53,"7,109",0.795793758,0.190976934,0.007455338
New York,Montgomery,364,"49,221",0.652852682,0.326199262,0.007395217
Colorado,Hinsdale,6,820,0.558544304,0.403481013,0.007317073
Oregon,Benton,679,"93,053",0.280949093,0.679748341,0.007296917
Washington,Skamania,87,"12,083",0.533969355,0.435964151,0.007200199
West Virginia,Braxton,99,"13,957",0.728318584,0.257168142,0.007093215
